policy_age_hours,claims_7d,claims_30d,gps_distance_km,account_age_days,city_match,prior_fraud_flags,claim_velocity_zscore,hour_of_day,day_of_week,income_anomaly_score,simultaneous_claims_city,is_fraud
38.19,2,6,2.84,118,1,0,0.294,6,0,0.274,2,0
65.99,2,5,1.97,22,1,0,0.795,8,3,0.241,0,0
10.54,1,1,8.35,335,1,0,0.008,20,3,0.067,1,0
1.47,7,11,148.32,5,0,4,2.685,11,0,0.722,0,1
138.83,2,6,5.46,229,1,0,0.646,16,4,0.01,0,0
67.65,0,2,0.99,11,1,0,-0.476,17,2,0.29,2,0
1.0,6,7,38.75,11,0,2,4.595,20,1,0.677,0,1
142.74,0,1,6.79,307,1,0,-0.816,12,5,0.221,1,0
43.63,2,6,8.95,73,1,0,0.947,21,5,0.118,2,0
139.08,2,3,4.98,274,1,0,-0.612,19,0,0.175,2,0
37.26,1,4,3.23,106,1,0,1.419,14,6,0.07,0,0
22.3,1,4,0.33,55,1,0,0.353,15,1,0.214,2,0
159.92,2,3,7.28,63,1,0,0.393,21,4,0.171,2,0
24.45,1,1,9.51,332,0,0,1.187,21,3,0.079,2,0
144.95,0,3,5.39,291,1,0,-0.687,7,5,0.083,2,0
124.29,2,5,4.81,32,1,0,0.475,10,4,0.293,2,0
69.66,1,1,1.9,176,1,0,1.433,10,4,0.101,2,0
5.31,2,4,4.61,152,1,0,0.547,15,3,0.251,1,0
98.85,0,4,0.17,16,1,0,-0.495,11,5,0.051,0,0
25.1,2,4,4.88,164,1,0,-0.818,7,5,0.252,1,0
141.66,2,4,3.06,154,1,0,0.721,9,5,0.086,0,0
0.68,7,10,108.66,1,1,2,4.182,14,6,0.153,0,1
16.84,0,1,0.23,282,1,0,1.062,11,0,0.024,2,0
1.66,6,8,111.09,9,0,3,5.374,17,5,0.994,0,1
83.92,0,1,7.99,295,1,0,-0.845,18,3,0.245,0,0
130.75,0,3,1.11,99,1,0,-0.315,12,5,0.234,1,0
124.35,0,1,8.97,205,1,0,0.341,17,4,0.013,1,0
85.46,0,1,7.95,98,1,0,-0.112,12,4,0.289,2,0
67.85,1,1,3.22,121,1,0,-0.703,19,5,0.073,0,0
0.26,7,7,63.94,2,1,3,5.499,8,5,0.71,0,1
114.9,0,4,5.0,73,1,0,-0.401,15,5,0.266,0,0
84.55,1,1,0.21,214,1,0,1.462,6,4,0.224,2,0
57.75,0,0,3.67,362,1,0,-0.146,19,0,0.29,1,0
114.42,2,2,7.42,192,1,0,0.693,14,0,0.0,0,0
15.94,1,3,8.24,271,1,0,0.885,13,1,0.057,2,0
1.71,5,7,116.33,7,0,4,4.863,7,3,0.603,0,1
159.44,0,3,8.74,150,1,0,0.837,20,3,0.284,1,0
106.85,0,0,7.24,323,0,0,0.767,10,4,0.068,1,0
160.56,2,4,6.72,200,1,0,-0.074,17,1,0.147,1,0
54.91,0,3,8.09,352,1,0,1.071,6,2,0.255,2,0
98.99,1,4,0.18,333,1,0,0.496,9,3,0.239,1,0
77.79,1,1,2.33,269,1,0,-0.799,8,0,0.194,2,0
149.73,2,2,3.85,274,1,0,1.324,16,1,0.17,0,0
54.58,2,3,7.4,208,1,0,1.091,13,0,0.049,1,0
25.29,2,4,7.02,88,1,0,0.653,15,0,0.231,0,0
95.05,2,2,2.52,344,1,0,0.291,14,3,0.065,0,0
32.07,2,3,0.14,20,1,0,0.306,20,1,0.097,2,0
1.27,6,9,87.26,12,1,3,5.185,18,5,0.762,0,1
26.03,0,1,6.25,304,1,0,0.881,7,5,0.132,0,0
21.93,2,2,3.62,73,1,0,0.786,6,3,0.163,2,0
131.47,1,4,5.41,24,1,0,0.233,17,0,0.131,2,0
93.86,2,2,5.89,343,1,0,-0.436,7,2,0.283,1,0
122.82,0,0,6.01,299,1,0,0.173,12,3,0.165,1,0
106.89,1,2,5.03,325,1,0,-0.217,15,3,0.004,0,0
126.23,2,6,5.73,246,1,0,-0.653,7,0,0.192,0,0
54.55,1,4,4.86,178,1,0,-0.298,15,5,0.165,0,0
124.31,0,2,6.94,294,1,0,-0.806,15,0,0.113,0,0
1.25,7,9,116.69,1,1,3,5.701,14,6,0.658,0,1
60.48,0,2,2.98,30,1,0,1.041,12,5,0.166,0,0
85.39,1,3,1.66,84,1,0,0.648,19,4,0.051,0,0
158.71,1,5,7.4,311,1,0,-0.712,10,1,0.119,0,0
24.93,0,0,2.04,61,1,0,-0.282,16,2,0.063,0,0
153.84,1,5,2.76,272,1,0,-0.709,7,4,0.237,2,0
0.71,7,10,57.07,5,0,3,3.612,14,1,0.146,0,1
86.68,0,4,3.5,131,1,0,-0.054,11,5,0.299,2,0
104.81,2,2,0.52,241,1,0,0.062,9,5,0.278,1,0
124.17,1,2,4.61,17,1,0,0.754,8,1,0.103,2,0
86.73,2,2,2.33,90,0,0,-0.017,11,3,0.086,0,0
136.25,2,6,7.06,338,1,0,0.257,18,2,0.206,2,0
18.71,2,6,3.73,257,1,0,0.225,6,0,0.03,1,0
1.95,5,6,84.83,7,0,1,5.965,6,3,0.002,0,1
104.08,0,2,7.74,163,1,0,0.325,16,0,0.082,0,0
85.78,2,4,5.68,192,1,0,-0.473,13,1,0.056,1,0
7.54,0,4,7.22,156,1,0,0.97,12,4,0.103,2,0
0.73,5,5,65.22,1,0,4,3.676,16,5,0.308,0,1
59.61,0,4,6.57,60,1,0,-0.802,13,2,0.073,1,0
77.21,2,3,4.01,319,1,0,0.874,13,4,0.268,0,0
92.92,0,2,4.47,293,1,0,0.752,7,2,0.017,1,0
67.63,1,1,7.87,263,0,0,-0.382,19,2,0.156,1,0
156.9,2,3,1.62,350,1,0,1.384,19,0,0.064,1,0
138.72,0,3,7.22,17,1,0,-0.227,20,3,0.044,1,0
108.56,1,5,4.01,257,1,0,-0.926,19,3,0.256,0,0
100.42,1,2,3.88,320,1,0,-0.15,16,2,0.13,1,0
1.19,6,7,114.07,8,1,4,4.22,21,3,0.648,0,1
8.87,1,5,4.68,104,1,0,1.058,6,3,0.288,0,0
121.87,0,0,1.36,242,1,0,-0.536,6,3,0.198,1,0
72.02,1,5,2.39,331,1,0,1.373,13,1,0.242,1,0
28.62,2,2,5.8,229,1,0,-0.728,16,6,0.255,0,0
55.52,2,6,3.92,140,1,0,-0.014,8,3,0.071,1,0
112.66,1,1,4.19,289,1,0,-0.462,11,0,0.134,2,0
138.19,1,2,5.5,234,1,0,-0.024,13,3,0.069,1,0
64.52,2,2,5.71,307,1,0,0.35,16,6,0.285,2,0
12.91,0,2,6.28,114,1,0,0.798,21,4,0.17,2,0
48.08,2,4,2.09,270,1,0,1.052,14,5,0.205,1,0
0.11,7,9,132.63,13,1,2,5.86,6,6,0.514,0,1
35.5,1,1,0.99,289,1,0,0.685,15,0,0.055,1,0
77.53,2,6,7.8,179,1,0,0.779,7,3,0.206,2,0
35.35,0,3,6.92,48,1,0,0.16,10,5,0.225,1,0
19.74,2,4,0.99,341,1,0,0.866,20,6,0.188,2,0
89.03,0,2,1.81,193,1,0,1.447,12,5,0.043,0,0
9.8,0,2,3.67,234,1,0,1.165,9,1,0.176,0,0
82.5,2,3,4.48,328,1,0,0.816,16,1,0.202,0,0
108.58,1,2,3.61,70,1,0,1.494,6,6,0.088,0,0
87.36,1,5,5.27,210,1,0,-0.293,12,3,0.117,0,0
161.06,0,0,4.54,29,1,0,0.129,11,5,0.213,2,0
100.02,2,4,0.15,181,1,0,0.151,6,3,0.066,2,0
166.7,1,2,2.69,265,1,0,-0.22,17,6,0.155,2,0
114.9,0,0,1.71,46,1,0,0.675,19,6,0.206,2,0
71.76,1,1,4.55,55,1,0,-0.46,19,0,0.194,1,0
83.67,0,3,7.81,204,1,0,-0.9,12,4,0.007,2,0
101.4,1,3,6.81,206,1,0,-0.215,15,0,0.024,2,0
18.71,0,4,7.77,83,1,0,1.161,12,4,0.198,2,0
127.23,0,2,9.98,138,1,0,0.113,12,6,0.229,0,0
81.62,0,1,1.21,211,1,0,-0.407,6,5,0.282,0,0
18.12,0,4,7.83,278,1,0,0.969,9,3,0.13,2,0
11.99,0,0,9.95,202,1,0,0.248,15,6,0.212,2,0
38.05,2,6,7.06,19,1,0,0.983,9,1,0.187,0,0
106.93,1,4,3.5,324,1,0,-0.683,16,4,0.206,0,0
1.35,6,8,96.87,3,0,1,3.876,15,3,0.735,0,1
9.93,0,4,3.86,17,1,0,-0.299,7,1,0.145,0,0
83.93,0,2,8.26,234,1,0,1.032,7,3,0.148,0,0
77.29,1,2,9.81,274,1,0,-0.599,6,3,0.283,2,0
101.98,1,3,9.16,147,1,0,1.2,21,1,0.182,2,0
27.9,1,1,8.43,333,1,0,-0.659,16,1,0.234,2,0
0.71,4,5,92.18,1,0,4,5.209,8,0,0.657,0,1
134.19,2,3,6.99,57,1,0,0.09,16,0,0.135,1,0
56.81,0,3,5.34,297,1,0,0.668,12,1,0.029,2,0
41.48,0,2,9.48,76,1,0,-0.763,6,2,0.205,1,0
149.44,2,4,2.6,259,1,0,0.027,16,3,0.173,0,0
1.31,6,7,107.02,2,0,3,3.031,14,5,0.048,0,1
43.04,1,5,2.63,77,1,0,0.727,17,1,0.004,0,0
0.61,7,10,84.03,5,1,2,5.141,15,0,0.074,0,1
158.61,1,5,2.99,268,1,0,0.779,15,1,0.272,2,0
164.84,2,2,6.14,267,1,0,-0.354,16,6,0.159,1,0
88.43,0,1,8.92,165,1,0,-0.781,15,6,0.079,2,0
139.2,2,2,7.35,323,1,0,0.397,7,5,0.145,1,0
25.82,0,0,3.82,190,1,0,0.212,15,4,0.151,2,0
166.74,0,2,9.82,266,1,0,0.386,16,0,0.169,1,0
19.74,0,0,4.13,17,1,0,-0.843,19,5,0.284,1,0
61.28,1,1,4.25,315,1,0,1.496,17,1,0.012,1,0
14.8,0,1,0.94,180,1,0,-0.785,20,1,0.068,0,0
21.69,0,1,4.4,32,1,0,0.355,18,2,0.156,0,0
0.26,6,7,103.58,5,0,2,4.491,11,6,0.6,0,1
95.92,1,1,0.93,282,1,0,-0.1,21,6,0.158,2,0
136.51,0,0,6.28,10,1,0,-0.303,7,4,0.277,1,0
90.03,0,3,7.66,291,1,0,0.555,21,4,0.2,1,0
102.55,0,0,6.61,189,0,0,-0.223,17,6,0.225,1,0
130.33,1,1,8.65,133,1,0,-0.123,20,6,0.013,0,0
144.21,0,0,2.87,201,1,0,-0.847,11,6,0.04,1,0
104.89,2,6,7.97,144,1,0,1.399,7,1,0.228,1,0
15.04,2,4,5.15,146,1,0,-0.869,18,5,0.237,2,0
0.26,5,8,63.59,13,0,1,5.121,14,4,0.749,0,1
137.53,1,2,0.38,223,1,0,0.186,6,3,0.17,0,0
6.45,2,6,0.03,343,1,0,0.001,7,4,0.121,0,0
65.3,2,2,0.56,33,1,0,0.911,18,0,0.083,2,0
51.79,0,2,1.11,192,1,0,0.067,13,1,0.021,0,0
146.91,1,4,8.25,39,1,0,0.965,10,4,0.175,2,0
18.48,2,5,6.73,303,1,0,-0.153,10,3,0.036,0,0
46.04,2,5,3.68,360,1,0,0.024,7,0,0.044,0,0
116.48,1,1,7.06,322,1,0,0.021,13,2,0.168,2,0
64.92,0,2,2.32,233,1,0,0.351,20,2,0.043,0,0
97.92,1,2,5.45,339,1,0,1.473,9,1,0.023,0,0
1.3,7,7,87.59,0,0,3,4.935,18,3,0.145,0,1
0.58,7,11,133.13,6,0,1,2.91,8,2,0.586,0,1
105.73,2,4,8.77,245,1,0,-0.453,8,4,0.081,0,0
1.29,7,10,134.12,2,1,3,2.759,18,3,0.573,0,1
124.5,1,3,3.43,249,1,0,-0.196,9,1,0.2,0,0
75.4,2,3,4.23,207,1,0,-0.938,21,3,0.14,2,0
104.01,1,1,9.66,180,1,0,1.273,20,2,0.052,2,0
100.75,2,3,3.07,310,1,0,-0.026,7,3,0.038,0,0
91.44,1,1,1.68,80,1,0,-0.325,17,5,0.098,0,0
84.17,2,3,3.74,306,1,0,-0.3,10,5,0.125,2,0
154.54,1,2,7.0,239,1,0,-0.545,7,6,0.214,1,0
53.04,1,1,7.93,249,1,0,1.184,16,0,0.266,0,0
0.16,7,11,133.9,2,0,2,3.387,10,5,0.21,0,1
55.32,2,4,0.75,320,1,0,-0.963,15,3,0.058,1,0
152.24,2,6,1.29,55,1,0,-0.053,18,4,0.14,0,0
48.94,0,1,3.55,55,1,0,-0.904,12,6,0.121,2,0
0.65,4,5,37.72,3,0,4,3.033,14,5,0.641,0,1
159.81,1,4,8.28,47,1,0,-0.353,8,0,0.055,2,0
28.39,1,3,4.76,162,1,0,0.354,17,1,0.122,2,0
0.12,5,8,87.67,5,1,2,2.749,14,1,0.966,0,1
80.07,1,2,7.75,68,1,0,-0.559,15,4,0.143,1,0
86.07,2,3,2.88,287,1,0,-0.617,11,3,0.294,0,0
115.86,0,4,3.8,307,1,0,-0.542,13,3,0.294,2,0
1.51,6,10,105.19,2,0,4,3.716,7,3,0.83,0,1
103.69,0,1,8.82,320,1,0,1.152,13,0,0.226,2,0
40.95,1,4,5.66,330,1,0,0.854,21,3,0.04,1,0
163.39,2,3,5.28,351,1,0,-0.723,19,6,0.227,1,0
20.4,2,3,7.3,65,1,0,-0.222,10,3,0.2,1,0
128.84,1,3,5.88,288,1,0,-0.822,21,1,0.037,2,0
0.83,6,7,47.54,3,1,3,3.957,7,5,0.701,0,1
4.28,2,4,3.93,91,1,0,-0.922,6,4,0.049,0,0
103.47,1,2,7.32,64,1,0,0.526,19,0,0.053,0,0
1.56,4,7,62.86,13,0,3,2.696,11,5,0.932,0,1
1.27,6,9,52.01,5,0,3,4.102,16,5,0.324,0,1
67.27,2,6,8.67,24,1,0,-0.412,10,5,0.294,1,0
27.66,0,2,8.22,87,1,0,0.489,19,1,0.065,0,0
1.34,5,9,143.16,8,0,1,3.615,8,2,0.24,0,1
1.52,4,7,36.96,13,0,2,2.731,6,3,0.131,0,1
29.33,1,3,4.63,228,1,0,-0.891,7,0,0.267,0,0
30.25,2,6,4.89,140,1,0,-0.312,16,5,0.121,1,0
0.62,6,9,144.37,0,0,4,3.99,8,0,0.834,0,1
137.81,2,4,5.62,204,1,0,1.252,21,1,0.116,2,0
53.8,2,5,1.76,343,1,0,0.096,7,3,0.097,0,0
44.49,2,3,9.1,240,0,0,-0.934,11,1,0.094,1,0
118.0,1,3,4.82,51,1,0,-0.472,20,0,0.152,0,0
148.03,0,1,1.94,154,1,0,1.08,8,5,0.095,2,0
12.51,2,6,8.8,310,1,0,-0.31,17,6,0.216,2,0
75.52,1,2,1.62,114,1,0,-0.774,20,6,0.037,2,0
66.6,0,2,8.9,119,1,0,-0.473,19,5,0.084,1,0
121.97,0,4,6.05,243,1,0,-0.499,11,0,0.0,0,0
157.22,0,4,5.94,299,1,0,-0.819,6,0,0.245,1,0
91.03,0,3,9.96,285,1,0,1.069,20,6,0.09,0,0
90.45,2,3,4.6,78,0,0,1.147,8,2,0.28,1,0
53.83,2,6,7.64,183,1,0,-0.632,11,3,0.259,0,0
151.61,0,4,3.43,216,1,0,0.72,16,6,0.284,0,0
0.17,6,9,52.68,3,1,2,2.73,17,0,0.425,0,1
47.03,0,0,7.2,290,0,0,1.201,13,3,0.052,2,0
11.74,0,4,5.03,275,1,0,0.36,19,2,0.12,2,0
110.38,1,5,5.53,134,1,0,-0.758,13,6,0.144,2,0
155.25,2,3,6.74,156,1,0,0.517,16,4,0.016,2,0
156.96,0,1,3.2,113,1,0,0.682,20,3,0.188,0,0
72.29,0,2,8.81,173,1,0,-0.195,12,4,0.195,1,0
140.07,2,6,3.61,130,1,0,-0.945,12,2,0.187,2,0
9.87,2,5,8.6,296,1,0,0.263,20,3,0.29,2,0
59.06,0,3,1.65,176,1,0,0.899,13,1,0.125,1,0
88.71,2,4,1.13,186,1,0,0.663,14,4,0.115,0,0
63.79,0,1,4.86,328,1,0,0.147,20,1,0.102,0,0
118.31,0,3,9.94,136,0,0,-0.418,15,6,0.212,0,0
114.05,1,1,8.58,181,1,0,1.249,8,3,0.223,1,0
93.87,0,0,9.34,261,1,0,-0.747,13,4,0.039,2,0
74.48,1,2,4.86,331,1,0,0.053,9,6,0.214,0,0
56.34,0,3,1.58,350,1,0,-0.899,19,1,0.069,2,0
141.05,0,0,5.5,177,1,0,0.503,19,1,0.119,0,0
0.51,7,11,74.01,3,1,3,2.982,19,4,0.125,0,1
131.48,0,4,1.76,27,1,0,1.323,18,2,0.267,0,0
0.25,5,8,24.86,11,1,1,4.069,18,6,0.664,0,1
55.84,0,1,2.88,233,1,0,-0.467,16,6,0.126,2,0
75.3,2,3,8.85,193,1,0,-0.106,21,3,0.022,1,0
0.3,4,6,70.49,5,0,2,4.581,19,1,0.775,0,1
91.87,0,4,8.85,329,1,0,0.001,21,5,0.084,1,0
1.72,4,6,71.96,9,0,2,5.254,11,4,0.33,0,1
100.34,1,5,1.3,354,1,0,0.652,13,0,0.087,1,0
153.44,2,3,5.41,10,1,0,-0.343,13,3,0.237,0,0
96.69,2,5,9.42,136,1,0,-0.727,16,3,0.088,2,0
90.03,0,1,9.72,187,0,0,-0.823,21,3,0.245,2,0
28.72,0,1,5.95,263,1,0,1.391,10,0,0.143,2,0
82.4,2,2,2.31,201,1,0,-0.579,15,1,0.213,1,0
48.59,1,2,9.62,354,1,0,-0.264,15,2,0.079,0,0
1.27,5,5,87.54,11,0,3,4.34,17,4,0.847,0,1
34.71,0,4,5.59,10,1,0,0.059,15,1,0.09,1,0
77.19,2,2,2.03,211,1,0,0.554,20,5,0.137,2,0
1.71,7,7,30.75,1,0,4,3.282,14,1,0.811,0,1
46.8,1,1,5.68,182,1,0,-0.438,8,4,0.235,0,0
63.69,1,5,2.68,311,1,0,0.607,17,4,0.27,0,0
36.21,0,0,7.1,155,1,0,-0.813,6,5,0.12,2,0
48.39,0,2,6.19,260,1,0,0.185,20,2,0.25,1,0
103.04,2,3,4.38,257,1,0,-0.922,15,4,0.032,0,0
0.59,5,5,133.03,13,0,4,5.592,11,5,0.308,0,1
76.94,1,4,7.26,215,1,0,-0.975,16,4,0.163,2,0
11.02,1,2,7.25,355,1,0,0.664,17,2,0.16,0,0
73.48,2,4,1.26,279,1,0,-0.57,20,6,0.09,0,0
119.89,0,4,5.02,77,1,0,-0.959,16,4,0.143,2,0
24.18,2,4,5.38,347,1,0,-0.238,20,4,0.105,2,0
1.39,7,10,29.01,11,0,4,5.01,9,2,0.473,0,1
2.89,0,3,9.01,206,0,0,-0.303,13,0,0.122,1,0
62.23,1,2,9.52,24,1,0,-0.255,6,5,0.192,1,0
141.42,2,5,9.88,188,1,0,-0.132,18,3,0.18,2,0
40.86,0,0,2.19,337,1,0,-0.29,12,2,0.207,1,0
92.7,0,3,5.05,147,1,0,-0.206,19,4,0.11,1,0
137.58,2,5,8.7,179,1,0,-0.154,17,4,0.194,0,0
116.62,1,5,3.47,276,1,0,-0.201,16,4,0.295,2,0
72.27,2,3,1.64,133,1,0,1.475,18,4,0.024,2,0
146.9,0,3,9.6,340,1,0,-0.877,15,4,0.225,0,0
0.36,5,7,109.01,0,1,2,4.404,15,0,0.047,0,1
35.25,2,4,1.62,278,1,0,0.858,21,2,0.097,0,0
46.1,2,5,3.73,174,1,0,0.762,19,2,0.185,2,0
3.34,0,1,8.9,283,1,0,-0.894,8,1,0.213,0,0
1.73,6,10,54.14,0,0,2,3.424,19,3,0.825,0,1
62.7,1,2,2.07,148,1,0,1.267,12,1,0.142,1,0
15.06,1,5,0.83,251,1,0,1.465,14,2,0.051,0,0
35.73,0,3,9.69,67,1,0,1.374,21,6,0.16,1,0
110.85,1,1,9.86,106,0,0,1.082,10,2,0.122,2,0
121.25,1,5,9.7,223,1,0,-0.979,14,3,0.212,2,0
89.01,2,3,3.88,212,1,0,0.646,15,0,0.19,0,0
61.72,2,6,0.04,327,1,0,-0.149,14,5,0.212,0,0
32.61,2,5,3.22,273,1,0,0.089,8,2,0.163,1,0
56.5,2,4,0.9,78,1,0,0.569,8,4,0.232,1,0
119.41,1,3,2.87,305,1,0,-0.489,13,2,0.232,0,0
152.01,0,0,0.35,16,1,0,-0.411,18,2,0.279,0,0
124.86,0,0,6.54,55,1,0,-0.685,20,6,0.079,2,0
80.54,2,5,9.68,272,1,0,0.941,21,4,0.055,0,0
25.47,0,3,5.9,55,1,0,0.683,9,5,0.066,2,0
116.62,0,4,6.89,55,1,0,1.463,21,4,0.237,2,0
1.9,7,7,39.16,2,0,4,2.806,11,2,0.82,0,1
76.91,0,3,5.24,336,1,0,-0.495,7,4,0.05,1,0
28.22,1,1,0.91,114,1,0,0.498,12,1,0.081,2,0
53.43,1,4,3.94,43,1,0,1.334,19,3,0.17,2,0
106.11,0,3,0.87,329,1,0,0.205,6,4,0.085,2,0
61.48,2,4,3.76,8,1,0,1.161,21,3,0.281,0,0
81.75,0,2,2.61,111,1,0,0.394,9,5,0.041,1,0
98.02,0,2,4.7,269,1,0,0.071,7,5,0.163,2,0
128.66,2,5,3.45,59,1,0,0.49,19,6,0.187,2,0
65.91,2,4,4.54,261,1,0,-0.334,21,5,0.002,1,0
25.8,1,1,4.31,221,1,0,0.114,7,6,0.252,1,0
91.25,0,0,9.87,84,1,0,0.804,15,0,0.192,0,0
127.3,0,3,6.7,333,1,0,-0.016,11,6,0.259,0,0
25.43,0,2,1.77,184,1,0,-0.519,8,5,0.111,2,0
143.29,0,0,5.16,326,1,0,-0.882,14,3,0.032,0,0
0.81,6,10,149.47,1,0,2,3.616,12,0,0.035,0,1
55.24,0,4,2.2,13,1,0,-0.193,7,4,0.037,1,0
33.53,0,3,3.49,282,1,0,0.224,14,0,0.241,0,0
1.47,7,11,126.57,1,0,4,3.906,12,6,0.724,0,1
36.93,2,5,4.16,333,1,0,-0.04,13,6,0.044,1,0
1.38,5,9,142.08,7,0,4,5.138,11,1,0.298,0,1
1.72,4,6,98.92,12,0,3,3.432,20,6,0.813,0,1
23.41,0,0,6.17,321,1,0,0.778,17,4,0.262,1,0
0.8,6,10,86.86,8,0,3,4.439,20,2,0.382,0,1
1.56,6,8,92.8,6,1,2,4.467,19,5,0.088,0,1
162.15,1,1,4.85,231,1,0,-0.571,7,2,0.267,2,0
85.22,1,2,8.81,67,1,0,-0.987,12,2,0.216,1,0
134.58,1,2,5.92,141,1,0,0.545,10,0,0.267,1,0
52.92,1,4,7.07,280,1,0,0.793,9,5,0.158,0,0
89.36,2,2,6.56,93,1,0,0.103,6,2,0.02,1,0
26.92,1,1,3.66,284,1,0,0.685,17,5,0.25,0,0
114.32,1,2,8.69,19,1,0,-0.433,9,1,0.176,1,0
116.52,1,3,2.95,176,1,0,0.093,18,1,0.278,2,0
103.96,0,3,5.76,122,1,0,0.559,14,4,0.19,2,0
0.44,4,8,69.94,10,0,2,3.954,21,3,0.65,0,1
115.1,2,4,7.13,243,1,0,0.53,8,0,0.184,2,0
149.98,2,3,3.76,118,1,0,0.481,7,6,0.058,2,0
145.08,0,2,0.15,31,1,0,0.664,14,3,0.213,2,0
73.57,1,5,6.44,324,1,0,-0.606,6,0,0.103,0,0
140.17,1,1,5.03,99,1,0,0.692,11,4,0.21,0,0
72.84,1,3,1.08,113,1,0,0.898,16,5,0.062,0,0
121.1,2,3,6.13,184,1,0,0.587,19,2,0.124,0,0
136.88,1,1,5.93,205,1,0,0.251,11,3,0.136,1,0
5.71,0,1,1.97,219,1,0,0.353,13,1,0.157,2,0
147.46,0,2,8.69,38,1,0,0.816,6,0,0.241,1,0
133.01,0,0,3.04,286,0,0,-0.476,16,6,0.276,2,0
53.32,1,5,8.7,263,0,0,-0.265,8,1,0.165,2,0
82.47,2,2,2.11,153,1,0,-0.896,20,5,0.049,2,0
1.76,5,9,34.28,3,0,3,4.494,21,6,0.539,0,1
132.18,2,2,8.96,232,1,0,-0.156,19,3,0.22,0,0
1.16,6,9,64.0,10,1,3,3.289,17,5,0.818,0,1
69.76,2,5,5.32,116,1,0,1.217,7,6,0.216,1,0
137.11,0,1,9.47,238,1,0,-0.58,19,6,0.275,0,0
0.1,4,4,86.94,11,0,1,4.948,20,6,0.576,0,1
146.31,0,0,8.22,28,1,0,0.61,6,1,0.242,1,0
92.19,0,1,7.36,127,1,0,-0.126,13,2,0.269,1,0
125.7,0,1,5.65,134,1,0,1.483,10,4,0.218,1,0
31.7,0,1,9.25,92,1,0,1.455,20,0,0.29,0,0
147.82,2,3,4.59,137,1,0,-0.108,20,3,0.019,0,0
61.77,2,6,2.36,159,1,0,0.114,8,3,0.231,0,0
120.36,2,2,0.77,74,1,0,-0.177,8,5,0.154,0,0
0.48,4,6,45.15,6,0,1,2.936,10,5,0.409,0,1
138.45,1,1,6.38,271,1,0,-0.392,7,6,0.082,0,0
138.03,2,5,0.05,79,1,0,-0.435,18,5,0.17,2,0
55.61,2,2,5.45,364,1,0,0.134,10,5,0.024,1,0
57.73,2,5,0.63,356,1,0,-0.768,13,4,0.293,1,0
83.55,1,4,6.34,288,1,0,1.199,13,6,0.107,2,0
55.65,2,6,2.02,62,1,0,-0.1,21,1,0.113,2,0
0.67,4,6,140.35,12,1,2,5.111,16,0,0.287,0,1
3.24,1,5,3.27,343,1,0,0.421,16,5,0.07,2,0
40.94,0,4,2.17,249,1,0,-0.597,11,0,0.245,0,0
61.76,0,0,8.04,102,1,0,0.017,19,2,0.157,2,0
151.31,2,5,5.88,200,1,0,1.112,16,0,0.074,0,0
9.91,2,2,1.14,59,1,0,1.144,8,3,0.154,1,0
160.15,0,2,5.0,73,1,0,-0.758,19,1,0.011,1,0
36.45,2,6,2.38,63,0,0,-0.924,7,6,0.009,2,0
88.68,1,2,2.85,354,1,0,-0.643,10,0,0.296,2,0
0.23,4,8,99.61,3,1,3,3.304,12,4,0.752,0,1
0.42,4,5,124.74,2,1,2,4.263,7,1,0.838,0,1
8.59,0,3,1.51,166,1,0,1.395,21,2,0.191,1,0
9.12,0,2,0.88,187,1,0,0.526,17,4,0.241,1,0
106.33,1,4,8.33,100,1,0,0.913,11,6,0.227,1,0
146.21,2,4,7.64,20,1,0,0.523,8,0,0.018,0,0
36.18,0,0,5.37,211,1,0,-0.15,14,2,0.007,0,0
0.73,6,7,144.4,1,0,4,3.554,12,2,0.82,0,1
15.64,1,5,9.0,137,1,0,0.65,12,3,0.154,2,0
30.9,1,3,0.84,251,1,0,-0.042,7,6,0.258,2,0
157.36,0,2,9.24,287,1,0,0.644,14,1,0.058,0,0
31.15,0,4,6.16,152,1,0,-0.009,14,4,0.005,1,0
1.1,7,9,35.91,13,0,1,5.275,14,6,0.357,0,1
45.49,0,1,3.09,281,1,0,0.656,9,0,0.168,1,0
63.91,2,5,0.94,185,1,0,-0.304,17,5,0.066,0,0
37.67,0,3,1.1,55,1,0,1.208,6,2,0.213,1,0
103.22,2,6,9.07,65,1,0,-0.313,12,5,0.078,0,0
43.12,2,2,8.85,168,1,0,1.073,20,5,0.057,1,0
3.62,1,1,5.19,358,1,0,-0.922,16,6,0.045,2,0
58.1,2,4,9.78,276,1,0,0.914,10,2,0.0,0,0
111.39,1,3,0.79,174,1,0,0.894,18,5,0.132,2,0
34.89,0,4,5.54,21,1,0,-0.243,10,0,0.13,0,0
121.66,0,2,8.27,165,1,0,-0.289,6,1,0.002,1,0
38.05,0,0,4.57,103,1,0,-0.687,18,6,0.197,2,0
73.27,1,4,3.74,284,1,0,-0.849,10,6,0.001,1,0
0.25,6,7,99.13,6,0,4,5.948,14,6,0.871,0,1
53.5,0,0,8.67,12,1,0,1.177,19,0,0.142,1,0
13.88,1,1,6.6,183,1,0,-0.247,12,3,0.027,1,0
1.99,7,11,117.78,12,1,2,4.087,16,5,0.507,0,1
15.98,0,0,9.18,13,0,0,-0.686,13,0,0.02,0,0
57.07,0,0,0.04,242,1,0,-0.22,19,2,0.014,2,0
1.06,6,6,124.04,10,0,2,2.674,13,2,0.934,0,1
